"ID_MAGASIN";"ID_FAMILLE_PRODUIT";"ID_TEMPS";"VENTES_OBJECTIF";"VENTES_REEL";"CA_OBJECTIF";"CA_REEL";"MARGE_OBJECTIF";"MARGE_REEL";"DATE_MAJ"
13;2;"201310";888;214;49262;43207;7.25;3.87;25/03/16
13;3;"201310";196;952;13749;57681;6.28;2.18;25/03/16
14;1;"201310";677;941;61590;48620;0.84;3;25/03/16
14;2;"201310";366;766;27468;45440;3.5;6.06;25/03/16
14;3;"201310";288;131;21573;44161;9.06;4.72;25/03/16
15;1;"201310";812;683;67336;90055;6.28;1.49;25/03/16
15;2;"201310";182;612;77382;33214;4.47;5.93;25/03/16
15;3;"201310";269;232;24894;69265;6.73;7.34;25/03/16
1;1;"201310";113;13;58804;68743;9.46;5.89;25/03/16
1;2;"201310";231;847;8052;17573;2.91;4.43;25/03/16
1;3;"201310";260;247;32771;30786;1.93;3.22;25/03/16
2;1;"201310";749;638;97253;41003;0.97;9.29;25/03/16
2;2;"201310";617;186;23291;98403;3.97;5.75;25/03/16
2;3;"201310";632;717;8418;6350;3.16;7.79;25/03/16
3;1;"201310";1;742;322;48400;3.09;4.28;25/03/16
3;2;"201310";65;117;61758;92571;7.99;5.59;25/03/16
3;3;"201310";831;882;68558;49957;2.72;6.13;25/03/16
22;1;"201310";720;176;62413;7505;8.31;7.24;25/03/16
22;2;"201310";753;740;65736;6679;6.61;2.12;25/03/16
22;3;"201310";833;226;37123;12409;9.7;6.29;25/03/16
36;1;"201310";737;280;8743;87294;2.15;6.77;25/03/16
36;2;"201310";287;191;80045;45450;9.74;6.68;25/03/16
36;3;"201310";300;609;73019;8713;3.74;3.73;25/03/16
37;1;"201310";261;827;6953;40136;6.8;3.56;25/03/16
37;2;"201310";657;739;32952;54104;9.1;6;25/03/16
37;3;"201310";216;419;64410;99483;5.43;0.78;25/03/16
38;1;"201310";610;831;69468;80701;2.46;10;25/03/16
38;2;"201310";423;129;58088;44350;0.4;6.86;25/03/16
38;3;"201310";118;666;91337;4931;1.45;5.46;25/03/16
39;1;"201310";266;769;42313;13103;5.69;0.24;25/03/16
39;2;"201310";219;141;25968;23778;8.58;0.46;25/03/16
39;3;"201310";157;132;96082;77148;3.71;3.52;25/03/16
40;1;"201310";809;127;12778;19535;1.72;3.22;25/03/16
40;2;"201310";992;325;3704;59761;0.06;5.62;25/03/16
40;3;"201310";598;187;6215;13865;7.03;3.21;25/03/16
41;1;"201310";290;230;53117;6028;1.4;0.39;25/03/16
41;2;"201310";764;439;91119;85203;7.6;8.26;25/03/16
41;3;"201310";340;183;38950;43542;2.52;2.77;25/03/16
42;1;"201310";556;919;25413;39295;3.43;0.45;25/03/16
42;2;"201310";888;480;92020;30256;6.52;8.21;25/03/16
42;3;"201310";665;909;14450;360;3.1;4.36;25/03/16
43;1;"201310";781;980;60484;88522;0.94;1.77;25/03/16
43;2;"201310";62;412;31299;40482;6.34;7.57;25/03/16
43;3;"201310";321;228;43888;31525;3.2;3.75;25/03/16
28;3;"201310";775;39;60088;92302;5.5;8.99;25/03/16
29;1;"201310";618;32;23858;41627;3.72;9.29;25/03/16
29;2;"201310";497;514;15854;80065;5.98;7.04;25/03/16
29;3;"201310";302;60;9454;43571;7.77;9.95;25/03/16
30;1;"201310";63;259;87901;33622;7.1;1.22;25/03/16
30;2;"201310";192;336;6016;90665;7.24;1.99;25/03/16
30;3;"201310";613;175;87368;80356;9.02;1.58;25/03/16
31;1;"201310";333;84;357;16737;3.36;1.44;25/03/16
31;2;"201310";774;226;39683;28591;0.56;7.43;25/03/16
31;3;"201310";98;194;88572;46620;4.61;6.51;25/03/16
32;1;"201310";562;903;19068;53237;0.5;8.3;25/03/16
32;2;"201310";772;130;17770;30037;4.51;4.54;25/03/16
32;3;"201310";178;689;82287;33680;2.09;3.4;25/03/16
33;1;"201310";498;83;87439;46036;2.43;3.01;25/03/16
33;2;"201310";450;485;34501;54959;4.18;7.62;25/03/16
33;3;"201310";686;920;30491;74208;8.99;3.98;25/03/16
34;1;"201310";589;440;34040;11600;0;8.46;25/03/16
34;2;"201310";900;557;82559;29261;5.43;7.15;25/03/16
34;3;"201310";997;78;21887;18290;1.59;6;25/03/16
35;1;"201310";60;940;69212;33054;3.67;7.94;25/03/16
35;2;"201310";317;503;34057;95294;4.79;4.29;25/03/16
35;3;"201310";140;40;95783;12654;9.4;6.67;25/03/16
9;1;"201310";740;765;29024;59996;9.63;2.45;25/03/16
9;2;"201310";237;283;36607;74107;1.91;4.65;25/03/16
9;3;"201310";289;710;3844;92765;2.23;6.11;25/03/16
10;1;"201310";925;911;53022;87866;3.9;1.82;25/03/16
10;2;"201310";828;886;26040;14824;3.33;1.49;25/03/16
10;3;"201310";856;6;58490;41081;3.44;3.73;25/03/16
11;1;"201310";926;590;5802;43279;5.65;5.01;25/03/16
11;2;"201310";557;937;75566;896;3.57;7.95;25/03/16
11;3;"201310";460;258;84607;77563;4.2;1.54;25/03/16
12;1;"201310";363;21;10111;75274;2.71;9.37;25/03/16
12;2;"201310";347;820;19510;20045;5.55;9.5;25/03/16
12;3;"201310";874;872;26970;67664;5.94;2.58;25/03/16
18;1;"201310";825;258;20857;65929;1.16;7.71;25/03/16
18;2;"201310";739;524;65190;91659;2.93;7.53;25/03/16
18;3;"201310";318;574;46586;14381;4.4;7.32;25/03/16
19;1;"201310";701;914;63742;58188;9.08;9.69;25/03/16
19;2;"201310";116;22;31901;22648;0.75;5.01;25/03/16
19;3;"201310";207;405;49388;70746;6.3;8.77;25/03/16
20;1;"201310";407;282;59019;22903;0.24;1.97;25/03/16
20;2;"201310";73;303;3857;69366;5.28;6.42;25/03/16
20;3;"201310";92;248;92640;99130;2.96;1.2;25/03/16
21;1;"201310";816;594;6115;73012;0.55;2.23;25/03/16
21;2;"201310";464;339;55315;25776;2.41;1.57;25/03/16
21;3;"201310";511;218;48880;45778;3.87;6.08;25/03/16
17;1;"201310";706;756;84899;91751;1.02;3.59;25/03/16
17;2;"201310";544;122;25810;78203;1.28;7.68;25/03/16
17;3;"201310";329;425;71762;7998;9.71;6.8;25/03/16
45;1;"201310";73;430;13117;47715;0.43;7.46;25/03/16
45;2;"201310";303;734;39666;66450;4.92;9.67;25/03/16
45;3;"201310";340;204;88563;70581;4.7;7.26;25/03/16
46;1;"201310";304;370;15935;34251;3.57;4.56;25/03/16
46;2;"201310";15;789;3662;2800;9.77;5.32;25/03/16
46;3;"201310";473;288;63494;75312;8.63;9.57;25/03/16
47;1;"201310";337;266;54105;12290;2.49;0.3;25/03/16
47;2;"201310";98;477;10910;64794;5.22;7.26;25/03/16
47;3;"201310";288;767;6127;22541;9.41;1.71;25/03/16
48;1;"201310";320;998;29503;93719;0.99;9.45;25/03/16
48;2;"201310";760;498;90725;68460;8.64;1.73;25/03/16
48;3;"201310";845;48;7649;6006;5.86;5.69;25/03/16
25;1;"201310";753;995;13220;4260;1.22;1.6;25/03/16
25;2;"201310";633;479;38355;98478;4.46;0.4;25/03/16
25;3;"201310";646;71;74942;27809;5.3;3.36;25/03/16
26;1;"201310";963;62;87513;28416;9.14;6.69;25/03/16
26;2;"201310";494;463;78244;14090;0.94;2.78;25/03/16
26;3;"201310";203;911;40955;8365;9.86;5.31;25/03/16
27;1;"201310";979;707;8128;85491;8.6;9.87;25/03/16
27;2;"201310";612;176;71317;84880;4.05;9.18;25/03/16
27;3;"201310";701;690;71373;40531;3.11;2.03;25/03/16
28;1;"201310";781;776;91603;15415;3.33;7.28;25/03/16
28;2;"201310";495;54;35056;70512;7.65;9.72;25/03/16
4;1;"201309";812;906;91581;95474;9.25;8.67;25/03/16
4;2;"201309";117;592;25740;72327;4.94;5.06;25/03/16
4;3;"201309";951;795;77087;88942;9.47;3.89;25/03/16
5;1;"201309";139;682;43567;5347;7.96;5.62;25/03/16
5;2;"201309";94;634;56030;23545;9.55;8.49;25/03/16
5;3;"201309";647;905;57656;16166;7.95;3.84;25/03/16
6;1;"201309";790;874;2954;59121;8.18;6.39;25/03/16
6;2;"201309";741;698;3512;55473;1.82;0.95;25/03/16
6;3;"201309";286;572;48232;46408;9.3;9.11;25/03/16
7;1;"201309";189;745;97726;92571;9.3;3.88;25/03/16
7;2;"201309";379;198;99996;51066;4.87;9.12;25/03/16
7;3;"201309";130;33;34563;15673;7.31;1.77;25/03/16
8;1;"201309";793;552;14716;35011;0.31;5.24;25/03/16
8;2;"201309";460;324;57258;76180;0.41;9.44;25/03/16
8;3;"201309";687;346;9720;9390;9.74;7.28;25/03/16
16;1;"201309";667;433;43839;63948;6.32;9.94;25/03/16
16;2;"201309";554;434;34063;67334;5.91;3.22;25/03/16
16;3;"201309";872;898;56811;59001;2.43;3.67;25/03/16
23;1;"201309";139;697;24148;60447;4.6;4.27;25/03/16
23;2;"201309";879;706;72151;47381;7.69;9.22;25/03/16
23;3;"201309";903;954;62071;62414;0.88;3.63;25/03/16
24;1;"201309";36;768;61721;56150;2.44;4.72;25/03/16
24;2;"201309";624;847;48998;37761;8.11;2.95;25/03/16
24;3;"201309";674;113;6014;11121;4.91;9.08;25/03/16
44;1;"201309";537;332;91035;57344;2.02;3.33;25/03/16
44;2;"201309";890;44;62185;67959;5.27;7.33;25/03/16
44;3;"201309";477;826;97775;77821;7.99;3.55;25/03/16
13;1;"201309";3;487;69729;77066;0.96;1.96;25/03/16
13;2;"201309";358;671;71642;2862;4.82;7.93;25/03/16
13;3;"201309";938;266;19615;65995;8.35;5.81;25/03/16
14;1;"201309";820;1000;28730;35362;4.72;9.37;25/03/16
14;2;"201309";758;890;71104;67745;7.71;9.48;25/03/16
14;3;"201309";614;655;35553;58696;4.13;6.49;25/03/16
15;1;"201309";807;159;62978;66240;5.73;5.48;25/03/16
15;2;"201309";33;713;41568;41541;7.95;0.57;25/03/16
15;3;"201309";304;482;54711;28391;0.73;1.76;25/03/16
32;1;"201309";378;997;26887;16761;3.27;6.24;25/03/16
32;2;"201309";205;573;63395;22560;6.55;5.97;25/03/16
1;1;"201309";134;945;34699;7808;3.75;8.47;25/03/16
1;2;"201309";278;217;98898;42488;2.52;9.51;25/03/16
1;3;"201309";362;494;51046;32920;5.2;2.26;25/03/16
2;1;"201309";437;25;90570;58722;7.53;9.24;25/03/16
2;2;"201309";430;744;73706;2557;6.4;5.93;25/03/16
2;3;"201309";528;650;80652;38932;8.94;7.99;25/03/16
3;1;"201309";702;935;24717;14553;2.67;9.49;25/03/16
3;2;"201309";888;678;5217;55680;4.27;0.78;25/03/16
3;3;"201309";262;793;45866;85416;4.62;9.96;25/03/16
22;1;"201309";241;564;26146;93592;8.16;1.16;25/03/16
22;2;"201309";991;199;46754;90119;1.97;4.49;25/03/16
22;3;"201309";65;122;53602;29611;4.24;4.23;25/03/16
36;1;"201309";647;478;3766;19121;1.4;3.07;25/03/16
36;2;"201309";960;171;30748;10814;1.3;4.06;25/03/16
36;3;"201309";45;939;45052;22200;6.57;3.3;25/03/16
37;1;"201309";441;698;84441;38246;8.8;2.17;25/03/16
37;2;"201309";376;659;93098;80848;5.75;0.64;25/03/16
37;3;"201309";471;695;24250;88037;8.32;7.7;25/03/16
38;1;"201309";769;23;91740;35112;2.65;1.03;25/03/16
38;2;"201309";472;611;52471;85243;6.73;9.23;25/03/16
38;3;"201309";601;511;70136;89453;3.22;3.13;25/03/16
39;1;"201309";450;466;74590;29434;4.62;1.74;25/03/16
39;2;"201309";635;762;42190;2558;6.2;8.27;25/03/16
39;3;"201309";952;531;20762;26691;3.69;6.33;25/03/16
40;1;"201309";430;83;18736;37802;8.65;6.94;25/03/16
40;2;"201309";832;568;81037;73194;4.93;6.87;25/03/16
40;3;"201309";740;843;39363;350;9.64;8.79;25/03/16
41;1;"201309";646;306;51977;29329;5.25;3.54;25/03/16
41;2;"201309";199;992;77307;64382;7.03;4.15;25/03/16
41;3;"201309";35;350;57640;34635;2.22;0.44;25/03/16
42;1;"201309";673;275;54863;16446;8;4.96;25/03/16
42;2;"201309";384;196;60989;15342;4.36;3.08;25/03/16
42;3;"201309";346;362;93538;2180;9.45;2.42;25/03/16
43;1;"201309";416;88;93218;33797;1.12;9.1;25/03/16
43;2;"201309";68;415;81587;99849;3.94;3.77;25/03/16
43;3;"201309";329;393;708;99044;0.2;8.35;25/03/16
29;1;"201309";791;18;17228;34539;8.25;8.82;25/03/16
29;2;"201309";107;522;90827;45240;5.81;6.85;25/03/16
29;3;"201309";151;968;93841;16798;2.13;6.63;25/03/16
30;1;"201309";346;475;32263;4670;4.08;7.9;25/03/16
30;2;"201309";512;727;58472;82649;3.7;4.09;25/03/16
30;3;"201309";119;351;65226;68763;8.83;9.07;25/03/16
31;1;"201309";953;771;18961;77070;2.21;4.21;25/03/16
31;2;"201309";56;368;89493;80623;6.71;6.97;25/03/16
31;3;"201309";722;768;66616;25986;4.97;1.12;25/03/16
32;3;"201309";327;414;60541;55993;7.07;8.88;25/03/16
33;1;"201309";302;78;13606;2905;8.3;0.95;25/03/16
33;2;"201309";986;181;50262;48529;9.78;7.19;25/03/16
33;3;"201309";544;247;498;95476;0.13;5.33;25/03/16
34;1;"201309";252;497;43236;982;0.39;9.12;25/03/16
34;2;"201309";160;514;74706;66376;2.99;3.85;25/03/16
34;3;"201309";939;457;47223;56451;7.76;3.57;25/03/16
35;1;"201309";340;507;15410;19952;4.17;1.1;25/03/16
35;2;"201309";234;113;54126;42981;7.49;0.55;25/03/16
35;3;"201309";483;941;72875;59857;2.15;1.19;25/03/16
9;1;"201309";195;27;19873;68924;3.44;6.51;25/03/16
9;2;"201309";926;891;59464;19010;5.14;8.57;25/03/16
9;3;"201309";859;881;13764;33168;0.44;3.14;25/03/16
10;1;"201309";993;300;68865;41904;2.47;8.41;25/03/16
10;2;"201309";778;565;79297;49670;8.7;1.58;25/03/16
10;3;"201309";848;38;3870;80935;5.8;5.45;25/03/16
11;1;"201309";903;672;24120;55120;0.24;8.64;25/03/16
11;2;"201309";65;905;77416;82630;8.95;0.61;25/03/16
11;3;"201309";791;188;83919;28370;6.9;5.36;25/03/16
12;1;"201309";583;953;99454;86220;6.12;9.55;25/03/16
12;2;"201309";795;724;32872;83970;8.24;2.05;25/03/16
12;3;"201309";909;627;86566;76630;8.96;0.24;25/03/16
18;1;"201309";552;261;59352;15942;5.26;8.09;25/03/16
18;2;"201309";786;919;8585;73260;1.72;6.99;25/03/16
18;3;"201309";990;597;24055;63121;0.78;0.2;25/03/16
19;1;"201309";91;771;57430;59668;6.95;2.03;25/03/16
19;2;"201309";915;277;14198;3065;8.39;6.08;25/03/16
19;3;"201309";780;631;1801;61728;8.77;0.01;25/03/16
20;1;"201309";223;19;7413;27732;1.98;0.5;25/03/16
20;2;"201309";772;705;32717;43015;0.61;4.47;25/03/16
20;3;"201309";256;518;63661;31250;3.08;2.33;25/03/16
21;1;"201309";938;158;71164;43008;5.18;4.32;25/03/16
21;2;"201309";982;783;58515;26520;9.7;8.41;25/03/16
21;3;"201309";82;545;76140;22985;5.05;7.36;25/03/16
17;1;"201309";862;234;19329;28630;1.49;0.02;25/03/16
17;2;"201309";332;96;45704;86854;3.71;3.1;25/03/16
17;3;"201309";900;337;92592;52124;7.95;7.51;25/03/16
45;1;"201309";722;169;49630;62719;8.58;9.71;25/03/16
45;2;"201309";209;492;11015;5835;3.19;6.43;25/03/16
45;3;"201309";175;513;79845;12975;5.94;3.41;25/03/16
46;1;"201309";508;774;71528;4823;2.81;6.13;25/03/16
46;2;"201309";12;632;11257;33188;5.68;3.43;25/03/16
46;3;"201309";272;269;64808;72492;5.98;8.28;25/03/16
47;1;"201309";382;422;88160;58627;0.16;5.42;25/03/16
47;2;"201309";279;589;49497;12701;7.52;9.22;25/03/16
47;3;"201309";123;710;11493;35985;9.35;6.94;25/03/16
48;1;"201309";914;571;81937;99799;3.15;5.47;25/03/16
48;2;"201309";29;369;46658;26231;3.19;5.6;25/03/16
48;3;"201309";256;644;18115;78810;3.78;9.23;25/03/16
25;1;"201309";424;592;60451;18886;0.96;0.04;25/03/16
25;2;"201309";399;886;3742;32597;9.85;1.77;25/03/16
25;3;"201309";602;15;47454;94810;7.8;2.55;25/03/16
26;1;"201309";417;960;36808;21216;2.92;6.46;25/03/16
26;2;"201309";327;573;89001;88915;9.27;5.39;25/03/16
26;3;"201309";270;483;81574;48715;3.66;7.49;25/03/16
27;1;"201309";336;513;46472;3740;7.37;2.95;25/03/16
27;2;"201309";805;514;88883;42836;5.94;0.66;25/03/16
27;3;"201309";553;218;6539;45512;1.53;1.98;25/03/16
28;1;"201309";493;152;57189;17766;3.83;4.08;25/03/16
28;2;"201309";791;759;89182;43366;1.72;1.5;25/03/16
28;3;"201309";684;129;4014;77805;7.65;7.47;25/03/16
4;1;"201308";592;362;61097;55423;9.35;8.87;25/03/16
4;2;"201308";231;816;98505;15092;7.23;8.28;25/03/16
4;3;"201308";379;304;25710;87102;2.39;4.47;25/03/16
5;1;"201308";898;475;75383;10547;8.81;4.26;25/03/16
5;2;"201308";792;648;73396;13975;3.21;6.92;25/03/16
5;3;"201308";185;69;78685;65096;6.36;0.04;25/03/16
6;1;"201308";320;327;27194;15146;4.68;9.56;25/03/16
6;2;"201308";812;428;77518;56748;6.63;2.46;25/03/16
6;3;"201308";720;878;58114;64823;1.95;8.64;25/03/16
7;1;"201308";337;866;20097;94108;0.18;9.39;25/03/16
7;2;"201308";263;753;958;33945;8.12;0.61;25/03/16
7;3;"201308";916;611;38421;67534;1.67;2.12;25/03/16
8;1;"201308";648;917;74550;39297;8.05;3.81;25/03/16
8;2;"201308";544;301;67637;56224;3.82;3.87;25/03/16
8;3;"201308";948;896;4705;92192;4.79;4.73;25/03/16
16;1;"201308";549;434;67721;81727;7.09;7.39;25/03/16
16;2;"201308";961;333;38684;60130;0.5;4.44;25/03/16
16;3;"201308";999;965;63410;76524;6.28;2.17;25/03/16
23;1;"201308";576;638;18501;86600;3.47;2.5;25/03/16
23;2;"201308";300;442;71297;33841;0.39;4.81;25/03/16
23;3;"201308";344;675;25153;52713;6.97;0.76;25/03/16
24;1;"201308";771;815;79758;16727;4.33;1.77;25/03/16
24;2;"201308";591;324;11953;15411;6.11;3.14;25/03/16
24;3;"201308";560;455;81683;68241;2.7;0.8;25/03/16
44;1;"201308";377;465;43607;45731;0.49;2.54;25/03/16
44;2;"201308";254;624;64793;2000;4.18;7.98;25/03/16
44;3;"201308";999;171;77873;11298;3.88;7.98;25/03/16
13;1;"201308";393;645;36624;30471;6.02;3.27;25/03/16
13;2;"201308";418;586;14094;41413;6.23;7.13;25/03/16
13;3;"201308";801;307;59638;11711;2.16;9.14;25/03/16
14;1;"201308";319;452;43962;29779;1.09;4.82;25/03/16
14;2;"201308";838;640;91901;77;6.75;2.62;25/03/16
14;3;"201308";522;533;9168;78738;1.14;8.94;25/03/16
15;1;"201308";604;575;50880;62815;5.24;1.33;25/03/16
15;2;"201308";192;776;95577;76489;9.03;9.67;25/03/16
15;3;"201308";151;450;31394;34523;0.58;0.89;25/03/16
1;1;"201308";113;70;15409;4052;0.52;0.29;25/03/16
1;2;"201308";423;461;92193;64390;4.96;2.7;25/03/16
1;3;"201308";327;897;54416;96770;5.07;5.84;25/03/16
2;1;"201308";594;543;62541;83262;2.5;0.81;25/03/16
2;2;"201308";896;590;77495;39170;0.44;4.15;25/03/16
2;3;"201308";668;441;6222;44094;0.88;5.7;25/03/16
3;1;"201308";141;733;89640;86522;1.45;3.47;25/03/16
3;2;"201308";610;148;7001;14216;2.59;7.25;25/03/16
3;3;"201308";496;553;94346;2549;8.58;1.84;25/03/16
22;1;"201308";115;687;67124;73382;3.6;7.16;25/03/16
22;2;"201308";521;516;25224;41668;3.79;4.66;25/03/16
22;3;"201308";406;12;93510;85772;7.2;3.29;25/03/16
36;1;"201308";617;959;38419;5543;0.57;4.71;25/03/16
36;2;"201308";491;369;59207;61577;9.55;3.74;25/03/16
36;3;"201308";697;833;15860;64210;5.6;7.4;25/03/16
37;1;"201308";759;25;41124;81231;6.34;6.99;25/03/16
37;2;"201308";0;753;12228;95291;2;9.6;25/03/16
37;3;"201308";537;560;1086;10968;4.53;9.22;25/03/16
38;1;"201308";650;418;82085;70104;5.09;1.27;25/03/16
38;2;"201308";367;967;17910;18479;5.12;6.23;25/03/16
38;3;"201308";742;377;90223;24466;7.95;9.31;25/03/16
39;1;"201308";655;919;61566;22560;8.25;8.06;25/03/16
39;2;"201308";166;580;48930;64797;2.69;9.58;25/03/16
39;3;"201308";701;333;2573;92604;1.07;4.79;25/03/16
40;1;"201308";861;214;52597;93423;7.42;5.36;25/03/16
40;2;"201308";264;532;86736;22961;8.5;2.57;25/03/16
40;3;"201308";952;610;29026;71358;7.99;6.76;25/03/16
41;1;"201308";732;514;23307;30603;9.95;0.28;25/03/16
41;2;"201308";207;608;99639;96930;5.87;4.25;25/03/16
41;3;"201308";38;741;80242;31747;8.48;9.32;25/03/16
42;1;"201308";198;490;37664;46669;1.75;8.46;25/03/16
42;2;"201308";884;129;1996;21944;4.79;7.2;25/03/16
42;3;"201308";724;344;86691;33701;5.64;4.72;25/03/16
43;1;"201308";118;374;69613;61890;7.03;6.11;25/03/16
43;2;"201308";963;978;27254;81787;6.02;8.21;25/03/16
43;3;"201308";139;879;21150;52534;8.41;6.25;25/03/16
29;1;"201308";291;490;38579;1404;8.99;1.81;25/03/16
29;2;"201308";63;954;48311;81918;1.84;4.97;25/03/16
29;3;"201308";79;860;30737;79857;1.46;0.97;25/03/16
30;1;"201308";110;437;42908;84356;5.72;5.4;25/03/16
30;2;"201308";528;946;90959;34793;5.97;3.34;25/03/16
30;3;"201308";96;156;99448;6206;3.37;2.24;25/03/16
31;1;"201308";262;84;41977;74515;7.64;2.16;25/03/16
31;2;"201308";728;16;32102;47953;1.75;1.71;25/03/16
31;3;"201308";687;609;74538;17720;9.69;6.53;25/03/16
32;1;"201308";325;536;35625;31894;0.44;3.3;25/03/16
32;2;"201308";590;901;25875;33607;6.79;7.84;25/03/16
32;3;"201308";379;500;5168;95119;2.73;9.29;25/03/16
33;1;"201308";59;214;61512;24359;4.57;7.52;25/03/16
33;2;"201308";627;423;91090;528;0.6;1.17;25/03/16
33;3;"201308";744;187;80857;7975;0.39;6.74;25/03/16
34;1;"201308";311;265;7750;37694;7.33;4.29;25/03/16
34;2;"201308";18;628;88300;34746;8.67;3.43;25/03/16
34;3;"201308";535;242;44515;66942;6.91;2.62;25/03/16
35;1;"201308";191;38;47179;94246;9.79;5.16;25/03/16
35;2;"201308";660;753;1778;7382;0.5;1.02;25/03/16
35;3;"201308";280;316;92062;41242;8.92;0.7;25/03/16
9;1;"201308";833;235;33484;80690;0.66;0.76;25/03/16
9;2;"201308";173;512;96781;89981;6.92;6.13;25/03/16
9;3;"201308";706;921;7080;70169;3.05;6.55;25/03/16
10;1;"201308";109;164;95651;48482;5.67;3.18;25/03/16
10;2;"201308";838;706;14578;76230;6.1;4.28;25/03/16
10;3;"201308";529;553;92554;73262;9.79;0;25/03/16
11;1;"201308";33;471;46624;66600;5.26;7.98;25/03/16
11;2;"201308";227;586;42367;43698;4.51;6.8;25/03/16
11;3;"201308";693;902;96695;6684;5.68;6.99;25/03/16
12;1;"201308";806;46;64879;81784;2.33;5.38;25/03/16
12;2;"201308";38;624;8611;75807;9.83;2.69;25/03/16
12;3;"201308";864;15;69789;82054;4.86;3.82;25/03/16
18;1;"201308";549;968;99886;76724;6.73;8.27;25/03/16
18;2;"201308";870;431;89891;26491;7.87;9.74;25/03/16
18;3;"201308";921;447;20521;85427;3.71;1.84;25/03/16
19;1;"201308";282;94;4759;74396;7.07;0.3;25/03/16
19;2;"201308";314;410;28677;17173;4.48;3.84;25/03/16
19;3;"201308";427;668;17804;21950;6.89;1.05;25/03/16
20;1;"201308";810;601;39127;26874;3.77;3.07;25/03/16
20;2;"201308";563;775;34632;19894;3.17;7.05;25/03/16
20;3;"201308";592;251;36757;30976;7.78;8.91;25/03/16
21;1;"201308";582;730;73445;90631;5.62;3.58;25/03/16
21;2;"201308";752;9;59495;32736;0.78;1.43;25/03/16
21;3;"201308";218;672;56045;78395;8.6;2.83;25/03/16
17;1;"201308";480;794;53758;42044;7.77;3.78;25/03/16
17;2;"201308";168;885;33954;49468;8.1;0.95;25/03/16
17;3;"201308";180;987;44168;76036;1.78;1.53;25/03/16
45;1;"201308";61;435;57185;244;7.93;2.43;25/03/16
45;2;"201308";839;769;37251;88647;2.29;7.66;25/03/16
45;3;"201308";390;671;56185;33185;2.59;5.75;25/03/16
46;1;"201308";572;152;49399;57299;0.82;4.83;25/03/16
46;2;"201308";405;791;54244;87378;8.02;1.77;25/03/16
46;3;"201308";626;677;72058;97610;6.82;4.72;25/03/16
47;1;"201308";402;416;28640;84916;6.98;5.11;25/03/16
47;2;"201308";347;972;27976;86431;0.49;0.36;25/03/16
47;3;"201308";433;475;19733;51741;8.24;2.84;25/03/16
48;1;"201308";92;939;90199;51990;8.23;1.86;25/03/16
48;2;"201308";529;928;62004;19667;0.96;3.92;25/03/16
48;3;"201308";342;390;72079;47631;0.83;0.74;25/03/16
25;1;"201308";254;937;93653;70164;3.02;5.84;25/03/16
25;2;"201308";101;670;88775;83861;6.13;9.27;25/03/16
25;3;"201308";590;580;73666;1357;3.96;1.38;25/03/16
26;1;"201308";258;519;32631;27193;6.94;5.73;25/03/16
26;2;"201308";964;757;26597;67140;5.16;3.01;25/03/16
26;3;"201308";113;667;29064;78224;6.52;3.9;25/03/16
27;1;"201308";478;493;48055;5927;2.75;4.78;25/03/16
27;2;"201308";322;285;11070;30518;2.44;7.19;25/03/16
27;3;"201308";786;93;16103;85644;7.59;6.44;25/03/16
28;1;"201308";731;603;23235;46854;1.48;8.14;25/03/16
28;2;"201308";390;680;27619;13663;9.19;5.82;25/03/16
28;3;"201308";594;252;86195;27693;2.28;9.58;25/03/16
4;1;"201307";900;735;20248;8911;3.8;2.08;25/03/16
4;2;"201307";948;494;80359;23306;7.49;2.12;25/03/16
4;3;"201307";890;407;53137;17154;7.55;4.82;25/03/16
5;1;"201307";521;233;57936;75285;2.31;2.89;25/03/16
5;2;"201307";610;290;7769;66087;6.46;1.8;25/03/16
5;3;"201307";889;902;56045;42376;1.83;6.08;25/03/16
6;1;"201307";577;542;39430;5883;6.91;2.62;25/03/16
6;2;"201307";556;513;46903;85581;8.69;4.38;25/03/16
6;3;"201307";338;445;42355;91438;3.92;1.7;25/03/16
7;1;"201307";818;58;69701;18247;4.79;2.74;25/03/16
7;2;"201307";123;261;48212;29228;3.37;7.52;25/03/16
7;3;"201307";861;609;93922;30564;4.15;6.16;25/03/16
8;1;"201307";470;493;9993;29726;4.01;1.47;25/03/16
8;2;"201307";786;617;70780;83573;1.8;5.44;25/03/16
8;3;"201307";402;506;57138;63641;4.16;0.62;25/03/16
16;1;"201307";727;880;40890;37889;0.78;3.24;25/03/16
16;2;"201307";720;10;547;13010;2.22;6.85;25/03/16
16;3;"201307";740;643;51676;89997;8.07;5.34;25/03/16
17;1;"201307";603;263;88282;20753;3.79;6.22;25/03/16
17;2;"201307";383;12;15940;72751;0.52;3.9;25/03/16
45;1;"201307";868;335;94268;66070;6.56;8.82;25/03/16
45;2;"201307";788;742;50403;57271;3.66;7.88;25/03/16
23;1;"201307";658;942;22388;11671;2.66;2.85;25/03/16
23;2;"201307";284;250;71085;59428;4.86;6.15;25/03/16
23;3;"201307";612;249;58503;95539;8.76;0.8;25/03/16
24;1;"201307";537;481;52704;82046;3.76;3.23;25/03/16
24;2;"201307";485;460;74125;69597;5.01;8.4;25/03/16
24;3;"201307";700;928;10567;30711;5.77;9.56;25/03/16
44;1;"201307";422;347;8331;23511;3.33;8.22;25/03/16
44;2;"201307";588;860;92551;8278;9.48;0.81;25/03/16
